,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,
Tên vật tư,Mã,Mã vật tư tính giá,Đvt,Đvt hộp,Hệ số hộp,Đvt M2,Hế số M2,Loại vật tư,Mã nhóm mẹ,Hãng sản xuất,Nhóm hàng,Sản phẩm,Thuế TTĐB,Đơn vị cơ sở,Quy cách,Quy cách Code,Id,Ngày tạo mới
Gạch 30x60 MS 7616 Loại 2,03.L2.3060.7616,03.L2.3060.7616,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16071,6/10/2020
Gạch 30x60 MS 7624 Loại 2,03.L2.3060.7624,03.L2.3060.7624,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16072,2/26/2021
Gạch 30x60 MS 7626 Loại 2,03.L2.3060.7626,03.L2.3060.7626,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16073,2/26/2021
Gạch 30x60 MS 7634 Loại 2,03.L2.3060.7634,03.L2.3060.7634,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16074,7/2/2020
Gạch 30x60 MS 7635 Loại 2,03.L2.3060.7635,03.L2.3060.7635,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16075,10/18/2021
Gạch 30x60 MS 7636 Loại 2,03.L2.3060.7636,03.L2.3060.7636,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16076,7/2/2020
Gạch 30x60 MS 7637 Loại 2,03.L2.3060.7637,03.L2.3060.7637,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16077,2/22/2020
Gạch 30x60 MS 7638 Loại 2,03.L2.3060.7638,03.L2.3060.7638,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16078,2/22/2020
Gạch 30x60 MS 7639 Loại 2,03.L2.3060.7639,03.L2.3060.7639,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16079,2/22/2020
Gạch 30x60 MS 7644 Loại 2,03.L2.3060.7644,03.L2.3060.7644,Viên,hộp,8.00,M2,5.56,Vật tư hàng hóa,03.30X60,NCC0071,GACH,,0%,,gạch quy cách 30x60,3060,16080,3/27/2020
Gạch 50x50 MS 6401 loại 2,03.L2.5050.6401,03.L2.5050.6401,Viên,Hộp,4.00,M2,4.00,Vật tư hàng hóa,03.50X50,NCC0071,GACH,,0%,,gạch quy cách 50x50,5050,16081,7/8/2019
Gạch 50x50 MS 6551 loại 2,03.L2.5050.6551,03.L2.5050.6551,Viên,Hộp,4.00,M2,4.00,Vật tư hàng hóa,03.50X50,NCC0071,GACH,,0%,,gạch quy cách 50x50,5050,16082,7/22/2021
Gạch 50x50 MS 6552 loại 2,03.L2.5050.6552,03.L2.5050.6552,Viên,Hộp,4.00,M2,4.00,Vật tư hàng hóa,03.50X50,NCC0071,GACH,,0%,,gạch quy cách 50x50,5050,16083,5/10/2019
Gạch 50x50 MS 6553 loại 2,03.L2.5050.6553,03.L2.5050.6553,Viên,Hộp,4.00,M2,4.00,Vật tư hàng hóa,03.50X50,NCC0071,GACH,,0%,,gạch quy cách 50x50,5050,16084,4/29/2019
Gạch 60x60 MS 8000 loại 2,03.L2.6060.8000,03.L2.6060.8000,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16085,12/28/2018
Gạch 60x60 MS 8001 loại 2,03.L2.6060.8001.0,03.L2.6060.8001,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16086,7/13/2017
Gạch 60x60 MS 8002 loai 2,03.L2.6060.8002.0,03.L2.6060.8002,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16087,7/13/2017
Gạch lát 60x60G MS 8004 loại 2,03.L2.6060.8004,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16088,5/26/2017
Gạch 60x60 MS 8004 loại 2,03.L2.6060.8004.0,03.L2.6060.8004,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16089,7/13/2017
Gạch 60x60 MS 8005 loại 2,03.L2.6060.8005.0,03.L2.6060.8005,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16090,7/13/2017
Gạch 60x60 MS 8006 loại 2,03.L2.6060.8006.0,03.L2.6060.8006,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16091,7/13/2017
Gạch 60x60 MS 8008 loại 2,03.L2.6060.8008,03.L2.6060.8008,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16092,2/21/2022
Gạch 60x60 MS 8008 loại 2,03.L2.6060.8008.0,03.L2.6060.8008,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16093,7/13/2017
Gạch 60x60 MS 8009 loại 2,03.L2.6060.8009.0,03.L2.6060.8009,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16094,7/13/2017
Gạch 60x60 MS 8010 loại 2,03.L2.6060.8010.0,03.L2.6060.8010,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16095,7/13/2017
Gạch lát 60x60G MS 8011 loại 2,03.L2.6060.8011,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16096,5/26/2017
Gạch 60x60 MS 8011 loại 2,03.L2.6060.8011.0,03.L2.6060.8011,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16097,4/18/2018
Gạch 60x60 MS 8016 loại 2,03.L2.6060.8016,03.L2.6060.8016,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16098,9/21/2018
Gạch 60x60 MS 8021 loại 2,03.L2.6060.8021,03.L2.6060.8021,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16099,9/27/2018
Gạch 60x60 MS 8022 loại 2,03.L2.6060.8022.0,03.L2.6060.8022,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16100,8/22/2018
Gạch 60x60 MS 8023 loại 2,03.L2.6060.8023,03.L2.6060.8023,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16101,9/18/2018
Gạch 60x60 MS 8024 loại 2,03.L2.6060.8024,03.L2.6060.8024,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16102,9/18/2018
Gạch 60x60 MS 8025 loại 2,03.L2.6060.8025,03.L2.6060.8025,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16103,9/18/2018
Gạch 60x60 MS 8026 loại 2,03.L2.6060.8026,03.L2.6060.8026,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16104,9/18/2018
Gạch 60x60 MS 8027 loại 2,03.L2.6060.8027,03.L2.6060.8027,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16105,10/17/2019
Gạch 60x60 MS 8028 loại 2,03.L2.6060.8028,03.L2.6060.8028,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16106,11/23/2019
Gạch 60x60 MS 8037 loại 2,03.L2.6060.8037,03.L2.6060.8037,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16107,8/13/2020
Gạch 60x60 MS 8042 loại 2,03.L2.6060.8042,03.L2.6060.8042,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16108,3/10/2020
Gạch 60x60 MS 8043 loại 2,03.L2.6060.8043,03.L2.6060.8043,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16109,2/17/2020
Gạch 60x60 MS 8044 loại 2,03.L2.6060.8044,03.L2.6060.8044,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16110,3/17/2020
Gạch 60x60 MS 8045 loại 2,03.L2.6060.8045,03.L2.6060.8045,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16111,7/7/2020
Gạch 60x60 MS 8067 loại 2,03.L2.6060.8067,03.L2.6060.8067,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16112,2/18/2022
Gạch 60x60 MS 8069 loại 2,03.L2.6060.8069,03.L2.6060.8069,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16113,2/21/2022
Gạch 60x60 MS 8211 loại 2,03.L2.6060.8211,03.L2.6060.8211,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16114,9/18/2018
Gạch 60x60 MS 8212 loại 2,03.L2.6060.8212,03.L2.6060.8212,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16115,10/29/2018
Gạch 60x60 MS 8301 loại 2,03.L2.6060.8301.4,03.L2.6060.8301,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16116,3/8/2018
Gạch 60x60 MS 8301 loại 2,03.L2.6060.8301.8,03.L2.6060.8301,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16117,1/15/2018
Gạch 60x60 MS 8306 loại 2,03.L2.6060.8306,03.L2.6060.8306,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16118,10/9/2019
Gạch 60x60 MS 8409 loại 2,03.L2.6060.8409,03.L2.6060.8409,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16119,2/13/2020
Gạch 60x60 MS 8501 loại 2,03.L2.6060.8501.0,03.L2.6060.8501,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16120,7/13/2017
Gạch 60x60 MS 8502 loại 2,03.L2.6060.8502,03.L2.6060.8502,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16121,7/13/2017
Gạch 60x60 MS 8502 loại 2,03.L2.6060.8502.7,03.L2.6060.8502,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16122,12/25/2017
Gạch 60x60 MS 8503 loại 2,03.L2.6060.8503.0,03.L2.6060.8503,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16123,7/13/2017
Gạch 60x60 MS 8504 loại 2,03.L2.6060.8504.0,03.L2.6060.8504,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16124,7/13/2017
Gạch 60x60 MS 8505 loại 2,03.L2.6060.8505,03.L2.6060.8505,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16125,9/27/2018
Gạch 60x60 MS 8507 loại 2,03.L2.6060.8507.0,03.L2.6060.8507,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16126,7/13/2017
Gạch 60x60 MS 8509 loại 2,03.L2.6060.8509,03.L2.6060.8509,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16127,4/15/2019
Gạch 60x60 MS 8510 loại 2,03.L2.6060.8510,03.L2.6060.8510,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16128,6/7/2018
Gạch lát 60x60C MS 8511 loại 2,03.L2.6060.8511,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16129,5/26/2017
Gạch 60x60 MS 8511 loại 2,03.L2.6060.8511.0,03.L2.6060.8511,viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16130,11/25/2017
Gạch 60x60 MS 8511 loại 2,03.L2.6060.8511.1,03.L2.6060.8511,viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16131,4/24/2018
Gạch 60x60 MS 8512 loại 2,03.L2.6060.8512,03.L2.6060.8512,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16132,7/13/2017
Gạch 60x60 MS 8518 loại 2,03.L2.6060.8518,03.L2.6060.8518,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16133,3/6/2021
Gạch 60x60 MS 8519 loại 2,03.L2.6060.8519,03.L2.6060.8519,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16134,3/26/2020
Gạch 60x60 MS 8521 loại 2,03.L2.6060.8521,03.L2.6060.8521,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16135,3/5/2020
Gạch 60x60 MS 8539 loại 2,03.L2.6060.8539,03.L2.6060.8539,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16136,5/27/2019
Gạch 60x60 MS 8551 loại 2,03.L2.6060.8551,03.L2.6060.8551,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16137,8/5/2019
Gạch 60x60 MS 8551 loại 2,03.L2.6060.8551.8,03.L2.6060.8551,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16138,4/24/2018
Gạch 60x60 MS 8555 loại 2,03.L2.6060.8555,03.L2.6060.8555,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16139,2/20/2020
Gạch 60x60 MS 8702 loại 2,03.L2.6060.8702.2,03.L2.6060.8702,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16140,5/2/2018
Gạch 60x60 MS 8707 loại 2,03.L2.6060.8707,03.L2.6060.8707,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16141,5/4/2018
Gạch 60x60 MS 8708 loại 2,03.L2.6060.8708,03.L2.6060.8708,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16142,5/22/2018
Gạch 60x60 MS 8708 loại 2,03.L2.6060.8708.5,03.L2.6060.8708,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16143,5/26/2018
Gạch 60x60 MS 8709 loại 2,03.L2.6060.8709,03.L2.6060.8709,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16144,6/27/2018
Gạch 60x60 MS 8710 loại 2,03.L2.6060.8710,03.L2.6060.8710,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16145,3/26/2019
Gạch 60x60 MS 8751 loại 2,03.L2.6060.8751,03.L2.6060.8751,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16146,5/26/2018
Gạch 60x60 MS 8751 loại 2,03.L2.6060.8751.5,03.L2.6060.8751,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16147,5/26/2018
Gạch 60x60 MS 8753 loại 2,03.L2.6060.8753,03.L2.6060.8753,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16148,5/4/2018
Gạch 60x60 MS 8753 loại 2,03.L2.6060.8753.5,03.L2.6060.8753,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16149,5/26/2018
Gạch 80x80 MS 9001 loại 2,03.L2.8080.9001,03.L2.8080.9001,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,03.80X80,NCC0465,GACH,,0%,,gạch quy cách 80x80,8080,16150,11/9/2017
Gạch 80x80 MS 9006 loại 2,03.L2.8080.9006,03.L2.8080.9006,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,03.80X80,NCC0071,GACH,,0%,,gạch quy cách 80x80,8080,16151,3/23/2019
Gạch 80x80 MS 9007 loại 2,03.L2.8080.9007,03.L2.8080.9007,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,03.80X80,NCC0465,GACH,,0%,,gạch quy cách 80x80,8080,16152,4/27/2018
Gạch 80x80 MS 9013 loại 2,03.L2.8080.9013,03.L2.8080.9013,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,03.80X80,NCC0465,GACH,,0%,,gạch quy cách 80x80,8080,16153,4/27/2018
Gạch 80x80 MS 9014 loại 2,03.L2.8080.9014,03.L2.8080.9014,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,03.80X80,NCC0071,GACH,,0%,,gạch quy cách 80x80,8080,16154,9/17/2018
Gạch 80x80 MS 9202 loại 2,03.L2.8080.9202,03.L2.8080.9202,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,03.80X80,NCC0465,GACH,,0%,,gạch quy cách 80x80,8080,16155,4/6/2018
Gạch 30x45 MS 6064 loại 3,03.L3.3045.6064.0,03.L3.3045.6064,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,03.30X45,NCC0465,GACH,,0%,,gạch quy cách 30x45,3045,16156,7/13/2017
Gạch 30x45 MS 6065 loại 3,03.L3.3045.6065.0,03.L3.3045.6065,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,03.30X45,NCC0465,GACH,,0%,,gạch quy cách 30x45,3045,16157,7/13/2017
Gạch 30x45 MS 6066 loại 3,03.L3.3045.6066.0,03.L3.3045.6066,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,03.30X45,NCC0465,GACH,,0%,,gạch quy cách 30x45,3045,16158,7/13/2017
Gạch 30x45 MS 6067 Loại 3,03.L3.3045.6067.0,03.L3.3045.6067,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,03.30X45,NCC0465,GACH,,0%,,gạch quy cách 30x45,3045,16159,7/13/2017
Gạch ốp 30x45Vi MS 6072 loại 3,03.L3.3045.6072,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16160,5/26/2017
Gạch lát 30x45Th MS 6073 loại 3,03.L3.3045.6073,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16161,5/26/2017
Gạch ốp 30x45Vi MS 6074 loại 3,03.L3.3045.6074,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16162,5/26/2017
Gạch ốp 30x45Th MS 6075 loại 3,03.L3.3045.6075,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16163,5/26/2017
Gạch 60x60 MS 8001 loại 3,03.L3.6060.8001.0,03.L3.6060.8001,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16164,7/13/2017
Gạch 60x60 MS 8002 loai 3,03.L3.6060.8002.0,03.L3.6060.8002,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16165,7/13/2017
Gạch lát 60x60G MS 8004 loại 3,03.L3.6060.8004,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16166,5/26/2017
Gạch 60x60 MS 8004 loại 3,03.L3.6060.8004.0,03.L3.6060.8004,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16167,7/13/2017
Gạch 60x60 MS 8005 loại 3,03.L3.6060.8005.0,03.L3.6060.8005,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16168,7/13/2017
Gạch 60x60 MS 8006 loại 3,03.L3.6060.8006.0,03.L3.6060.8006,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16169,7/13/2017
Gạch 60x60 MS 8008 loại 3,03.L3.6060.8008.0,03.L3.6060.8008,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16170,7/13/2017
Gạch 60x60 MS 8009 loại 3,03.L3.6060.8009.0,03.L3.6060.8009,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16171,7/13/2017
Gạch 60x60 MS 8010 loại 3,03.L3.6060.8010.0,03.L3.6060.8010,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16172,7/13/2017
Gạch lát 60x60G MS 8011 loại 3,03.L3.6060.8011,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16173,5/26/2017
Gạch 60x60 MS 8501 loại 3,03.L3.6060.8501.0,03.L3.6060.8501,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16174,7/13/2017
Gạch 60x60 MS 8502 loại 3,03.L3.6060.8502.0,03.L3.6060.8502,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16175,7/13/2017
Gạch 60x60 MS 8503 loại 3,03.L3.6060.8503.0,03.L3.6060.8503,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16176,7/13/2017
Gạch 60x60 MS 8504 loại 3,03.L3.6060.8504.0,03.L3.6060.8504,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16177,7/13/2017
Gạch 60x60 MS 8507 loại 3,03.L3.6060.8507.0,03.L3.6060.8507,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16178,7/13/2017
Gạch lát 60x60C MS 8511 loại 3,03.L3.6060.8511,,Hộp,, ,, ,Vật tư hàng hóa,DIEUPHOI,,GACH,,0%,,,,16179,5/26/2017
Gạch 60x60 MS 8512 loại 3,03.L3.6060.8512,03.L3.6060.8512,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0465,GACH,,0%,,gạch quy cách 60x60,6060,16180,7/13/2017
Gạch 60x60 MS 8539 loại 3,03.L3.6060.8539,03.L3.6060.8539,Viên,Hộp,4.00,M2,2.78,Vật tư hàng hóa,03.60X60,NCC0071,GACH,,0%,,gạch quy cách 60x60,6060,16181,5/27/2019
Gạch 80x80 MS 9005 loại 3,03.L3.8080.9005,03.L3.8080.9005,Viên,Hộp,3.00,M2,1.56,Vật tư hàng hóa,03.80X80,NCC0465,GACH,,0%,,gạch quy cách 80x80,8080,16182,3/8/2018
Gạch 30x45 MS 5201 loại 1,04.L1.3045.5201.4,04.L1.3045.5201,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,04.30X45,NCC0072,GACH,,0%,,gạch quy cách 30x45,3045,16187,6/17/2017
Gạch 30x45 MS 5201 loại 1,04.L1.3045.5201.5,04.L1.3045.5201,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,04.30X45,NCC0072,GACH,,0%,,gạch quy cách 30x45,3045,16188,6/21/2017
Gạch 30x45 MS 5201 loại 1,04.L1.3045.5201.6,04.L1.3045.5201,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,04.30X45,NCC0072,GACH,,0%,,gạch quy cách 30x45,3045,16189,8/16/2017
Gạch 30x45 MS 5202 loại 1,04.L1.3045.5202.4,04.L1.3045.5202,Viên,Hộp,7.00,M2,7.41,Vật tư hàng hóa,04.30X45,NCC0072,GACH,,0%,,gạch quy cách 30x45,3045,16190,6/17/2017
